"geneNames.as.numeric.rownames.res1..1.l1...","res1.adj.P.Val.1.l1."
"Celera hCG18025.2",1.35570351236476e-21
"TDO2",1.35753142822593e-21
"TSPAN5",1.35759830804687e-21
"Celera Transcript hCT2346032",1.36904880555141e-21
"219915",1.37229074151203e-21
"MBNL2",1.38070606637372e-21
"SLC46A3",1.3886158114336e-21
"Celera Transcript hCT2285291.1",1.3909602344914e-21
"Celera Transcript hCT2333960",1.39564158113705e-21
"Celera Transcript hCT1970775.1",1.39688714029677e-21
"SPINK1",1.3984303738842e-21
"C6orf136",1.39981956404619e-21
"FPR3",1.40176245716108e-21
"HOXB5",1.41326647328058e-21
"GUF1",1.41581524210122e-21
"--obsolete",1.42615040151537e-21
"LAIR2",1.4296308600768e-21
"FEZ1",1.43353298270463e-21
"CEP85",1.43852376365877e-21
"DCAF1",1.46216098376758e-21
"ELN",1.46899238793833e-21
"KCNC3",1.47126695026446e-21
"Celera Transcript hCT2314923",1.47397692575515e-21
"S1PR2",1.49081358115128e-21
"HERC6",1.50812683061806e-21
"AREG",1.50812683061806e-21
"Celera Transcript hCT2348363",1.52921459771971e-21
"IFI44",1.53465532675502e-21
"Celera Transcript hCT2346011",1.53867457981673e-21
"ZFYVE26",1.53907663578133e-21
"PLA1A",1.54062943940267e-21
"SLC6A1",1.54847082854449e-21
"Celera Transcript hCT2315991",1.55428430577747e-21
"ZNF239",1.56273413180407e-21
"VCAN",1.56316114744462e-21
"RBM33",1.57190412175616e-21
"227601",1.57268998519908e-21
"187667",1.58041647968933e-21
"Celera Transcript hCT1773795.1",1.58847990109898e-21
"FGD4",1.58898057218711e-21
"Celera Transcript hCT1641878.3",1.59226947173531e-21
"MT1X",1.96060336116049e-22
"FBXL7",1.59480069468858e-21
"FADS3",1.59517536801823e-21
"AK026947",1.59722629378372e-21
"Celera hCG1780815.1",1.61431565954568e-21
"CXCR6",1.61629545781119e-21
"RNF19B",1.62782156065897e-21
"Celera Transcript hCT2332032",1.63151600174532e-21
"Celera Transcript hCT2287999",1.66505769775561e-21
"OR1S1",1.67940520089921e-21
"LRRC1",1.70626031838146e-21
"PAX7",1.72107501675542e-21
"RHOU",1.72231957096635e-21
"NCF1",1.72297358214937e-21
"Celera Transcript hCT1955813.2",1.73470470737443e-21
"Celera Transcript hCT2343451",1.75343065266545e-21
"MREG",1.75514699874542e-21
"GLT8D2",1.75894868682066e-21
"Celera Transcript hCT1953114.1",1.76061268299271e-21
"Celera Transcript hCT2271122",1.80270575249599e-21
"202311",1.80843214855784e-21
"Celera Transcript hCT7463.3",1.81184411128144e-21
"Celera Transcript hCT2341378,Celera Transcript hCT2341376",1.8145189485784e-21
"Celera Transcript hCT2345519",1.82226428838728e-21
"Celera Transcript hCT12857.3",1.59112137060357e-21
"Celera Transcript hCT2346127,Celera Transcript hCT2343007",1.83796753631223e-21
"C10orf11",1.84957799441561e-21
"229702",1.85495553980987e-21
"AK8",1.61637686801009e-21
"EPHA1",1.63847371725282e-21
"CERCAM",1.8858497700367e-21
"UTP14A",1.9048796437803e-21
"NAA30",1.91795706535302e-21
"HOXB2",1.92179124741928e-21
"AZGP1",1.92896926722607e-21
"Celera Transcript hCT5910.1",1.94253025227907e-21
"104428",1.94356288129002e-21
"MFNG",1.95747720538724e-21
"CST7",1.96019293082369e-21
"CSTA",1.96438433161508e-21
"Celera Transcript hCT2272054",1.96688744263632e-21
"KCNK7",1.97494065716681e-21
"SPIN1",1.98201803709539e-21
"TSPAN10",1.98267877116989e-21
"PPP6R1",1.99624151901709e-21
"HOPX",2.00794549275405e-21
"GP6",2.02053005325212e-21
"ADORA2A",2.03087730330682e-21
"AK4",2.04369988716358e-21
"Celera hCG40531.3",2.05596615282044e-21
"MX1",2.06915213620453e-21
"CDKL5",2.07420298045887e-21
"NAV2",2.07762402072989e-21
"SCN1B",2.08613144534322e-21
"FUT6",2.09377434884948e-21
"REM1",2.11031865542308e-21
"SREK1",2.116607795105e-21
"USP37",2.1368248130558e-21
"Celera hCG20107.3",2.14118688731255e-21
"Celera Transcript hCT1813225",2.14473477592396e-21
"PEX12",2.15574233264143e-21
"MS4A4A",2.15990973568224e-21
"SMPDL3A",2.18701265702978e-21
"Celera Transcript hCT2347931",1.92649284789627e-21
"Celera hCG38149.3",2.21758432932146e-21
"ZNF335",1.94025958606575e-21
"CTAGE4",2.22702453284291e-21
"Celera Transcript hCT2292021",2.24159380639767e-21
"SATB2",2.26151857946308e-21
"RASL12",2.26548213321436e-21
"Celera Transcript hCT2295618.1",2.27215044693339e-21
"Celera Transcript hCT9643.2",2.28322371012736e-21
"FBXO32",2.29756026927165e-21
"BDKRB1",2.3021257608452e-21
"Celera hCG1995620",2.30263972905277e-21
"Celera Transcript hCT2261018",2.327664597625e-21
"Celera Transcript hCT2347535",2.11035274998301e-21
"PLK4",2.34658958066986e-21
"ADGRG6",2.35837361984243e-21
"PPP1R14A",2.37560202528151e-21
"Celera Transcript hCT1642881.2",2.37968464814566e-21
"Celera Transcript hCT1640707.2",2.38072936143313e-21
"NFIC",2.38768088495396e-21
"CCDC138",2.39161059327333e-21
"Celera Transcript hCT2282885,Celera Transcript hCT16748.3",2.42322377891798e-21
"AGRP",2.43744550155933e-21
"Celera hCG91950.3",2.44174398196408e-21
"SCML1",2.44496044666575e-21
"TCEA2",2.45528736764439e-21
"TAF1",2.50647825164881e-21
"DAPP1",2.52555198923863e-21
"DFNA5",2.52579777513706e-21
"TBX4",2.54796940738149e-21
"ZNF543",2.54889424823394e-21
"--obsolete",2.57810148637242e-21
"Celera Transcript hCT2270141",2.59014314406165e-21
"IGFL1",2.59641238406505e-21
"Celera Transcript hCT2346058",2.64915352216581e-21
"Celera Transcript hCT2289733",2.66338958855651e-21
"DPH6",2.6665242262698e-21
"Celera Transcript hCT2349894,Celera Transcript hCT2343934",2.68149659877656e-21
"Celera Transcript hCT2308529.1",2.71129416634263e-21
"SOCS3",2.74999251515836e-21
"ZNF17",2.75994655281826e-21
"Celera Transcript hCT1956178.2",2.76764759671996e-21
"Celera Transcript hCT1816254.1",2.78305955404502e-21
"GPR34",2.79348395624617e-21
"HBB",2.80896640877507e-21
"Celera Transcript hCT2250454",2.80975676157131e-21
"Celera Transcript hCT1971424.2",2.81814999259034e-21
"Celera Transcript hCT2340498",2.83515112842457e-21
"SGO2",2.85011450833282e-21
"GAGE8",2.86604963340422e-21
"POMC",2.87553011122308e-21
"Celera Transcript hCT1954023.1,Celera Transcript hCT2355866",2.88021142230289e-21
"Celera Transcript hCT2274315.1",2.89274023912354e-21
"USP18",2.90021671294248e-21
"ACR",2.9015366301389e-21
"--obsolete",2.91580791920291e-21
"IGF1R",2.96727855198661e-21
"MYO1A",2.98017593371403e-21
"Celera Transcript hCT20306.3",2.98058360462726e-21
"Celera Transcript hCT2345642",2.9821263579723e-21
"CD1C",2.98602301379e-21
"SCARB2",2.99061632162201e-21
"PPP1R3B",3.01101306392494e-21
"SARDH",3.01890731298469e-21
"144620",3.04389693473638e-21
"HABP2",3.05569359770808e-21
"IRX1",3.07846527581765e-21
"BTAF1",3.10283255719184e-21
"TPST1",3.11509659446557e-21
"161079",3.13391983466677e-21
"SAMSN1",3.13898145065938e-21
"ETV5",3.14242978877218e-21
"STARD13",3.17475063125243e-21
"Celera Transcript hCT1645582.4",3.192745132289e-21
"DMTN",3.19920146454203e-21
"COA1",2.89950221682786e-21
"Celera Transcript hCT2346495",3.24594626213857e-21
"141520",3.24630794986095e-21
"TSC22D3",3.28230834406362e-21
"PRRX2",3.31082456684316e-21
"SLIT3",3.32357950161696e-21
"KLF16",3.33890560292041e-21
"SERAC1",3.34161134432297e-21
"Celera Transcript hCT2295228",3.36574232195613e-21
"Celera Transcript hCT1655525.2",3.37724712180613e-21
"DIO2",3.41757260681522e-21
"101210",3.51312975263072e-21
"DEFB123",3.56837189602589e-21
"UTP15",3.57044120038754e-21
"FGF6",3.5868558001248e-21
"Celera Transcript hCT2343116",3.6111684199745e-21
"CSPP1",3.64311590625676e-21
"GFPT2",3.64727660167391e-21
"Celera Transcript hCT2346887",3.64847184056952e-21
"Celera Transcript hCT2291089",3.66583739946019e-21
"ZNF785",3.71044990514067e-21
"LAT2",3.74084553412123e-21
"GAS2L3",3.74931602818108e-21
"Celera Transcript hCT1822836.2",3.78537190044753e-21
"NXPH4",3.84196169326394e-21
"RASEF",3.85545612392058e-21
"HDGFRP3",3.91805433674045e-21
"OGFOD2",3.91805433674045e-21
"PDPR",3.9356018256123e-21
"DOPEY1",3.95648120890381e-21
"CBX7",3.98950250988023e-21
"Celera Transcript hCT2266787",3.99577915430393e-21
"Celera Transcript hCT30870.2",3.9976767499544e-21
"MDM1",4.03134810089386e-21
"SCAI",3.05293443932572e-21
"Celera Transcript hCT2345734",4.10364268139822e-21
"CACNG5",4.11543646983998e-21
"TEP1",4.14994401419079e-21
"APOBEC1",4.15026558836441e-21
"PRKAR2A",4.16265003005641e-21
"ASTN2",4.18288037142673e-21
"UHRF1BP1L",4.20919826334534e-21
"EGR4",4.21033406277016e-21
"INTS6-AS1",4.24146613244914e-21
"THEM4",4.24393769911503e-21
"175244",4.27630532885362e-21
"CMTM1",4.28085332306382e-21
"H2AFY2",4.28532117697401e-21
"PLAGL1",4.28694156865003e-21
"Celera hCG37824.4",4.29738368288339e-21
"PLA2G4F",4.33698566052413e-21
"KSR2",4.34084486233338e-21
"PCDHB14",4.36542416155867e-21
"MAPK12",4.39331729870408e-21
"Celera Transcript hCT1971049.1,Celera Transcript hCT1971048.1,Celera Transcript hCT8810.3",4.40967871823295e-21
"MEIS3",4.44664322228131e-21
"Celera Transcript hCT2343512",4.44855387822408e-21
"Celera Transcript hCT2256442",4.53665217671609e-21
"Celera Transcript hCT2348468",4.64846834689691e-21
"Celera Transcript hCT2267653",4.67493407695844e-21
"Celera Transcript hCT2320012.1,Celera Transcript hCT2344984,Celera Transcript hCT2320010.1",4.67595409782716e-21
"Celera Transcript hCT2344753",4.69033009526006e-21
"GPR78",4.70328483305724e-21
"Celera Transcript hCT1828985.2",4.7374855031879e-21
"RECK",4.74882916772183e-21
"H1FOO",4.75790059123441e-21
"Celera hCG38066.3",4.80783931019038e-21
"Celera Transcript hCT1641204.4",4.94296956162547e-21
"Celera Transcript hCT2346942",4.98431637613728e-21
"CCDC65",5.04892204336318e-21
"CCDC24",5.0904407702122e-21
"Celera Transcript hCT8343.2",5.13276352401371e-21
"STIL",5.15969819288821e-21
"CXCL2",5.1645348017294e-21
"RASA2",5.18041527895307e-21
"KCTD8",5.22988792227695e-21
"PCDHB7",5.27997996127834e-21
"Celera hCG1657032.2",5.30585476115175e-21
"ERCC6",5.35828447603119e-21
"Celera hCG39901.3",5.37127724896578e-21
"Celera Transcript hCT2346178",5.38477156667703e-21
"Celera Transcript hCT2300721",5.42981755151934e-21
"KIAA0226L",5.46859776385973e-21
"CDKAL1",5.47280620450361e-21
"VSIG4",5.50196521032944e-21
"Celera Transcript hCT1813619.1",5.50248981912357e-21
"PIK3R1",5.51284934607374e-21
"LAMA2",5.52415722339478e-21
"Celera Transcript hCT2355652,Celera Transcript hCT2344793,Celera Transcript hCT2344792,Celera Transcript hCT2355653,Celera Transcript hCT2355654,Celera Transcript hCT8282.4",5.59534369890127e-21
"SASH3",5.61228301633409e-21
"Celera Transcript hCT1787552.1",5.61643293359896e-21
"DRD2",5.63581857247923e-21
"ZCCHC2",5.66973013585435e-21
"Celera hCG21067.3",5.7923751535618e-21
"Celera Transcript hCT2336856",5.93738426584042e-21
"Celera hCG16173.3",3.6360387745038e-21
"Celera Transcript hCT2345373",5.96202182389845e-21
"SMURF2",5.98830900515151e-21
"SPATA17",6.0044864902877e-21
"Celera Transcript hCT2272728,Celera Transcript hCT2272726",6.01664703595509e-21
"SCG5",6.09404304681454e-21
"HDAC11",6.13516464681095e-21
"SRPX2",6.13659305153797e-21
"Celera hCG2013339.1",6.13835494075086e-21
"ANKRD11",6.17125234851084e-21
"C3",6.19906462855398e-21
"Celera Transcript hCT14814.3",6.21191132707797e-21
"Celera Transcript hCT1847483",6.21590880563092e-21
"Celera Transcript hCT1971919.1",6.23696238782377e-21
"Celera Transcript hCT1645403.3,Celera Transcript hCT2356440",6.23942443388359e-21
"TSHZ3",6.33093175241218e-21
"Celera Transcript hCT22549.3",6.40389852406547e-21
"CATSPER3",6.51320561361932e-21
"ZNF85",6.51434325611335e-21
"MSANTD2",6.55136558315148e-21
"SORBS3",6.70528492779615e-21
"MYRF",6.78194666213381e-21
"Celera Transcript hCT1646918.3",6.84567488733425e-21
"111224",6.86897700859721e-21
"181304",6.87235889455898e-21
"CGNL1",6.92723921212037e-21
"Celera Transcript hCT2346029.1",6.95186094700376e-21
"Celera Transcript hCT2343605,Celera Transcript hCT2347276,Celera Transcript hCT2359286",7.04647677619131e-21
"TSPAN4",7.04923177056233e-21
"ZBTB47",7.06407009272437e-21
"FAM81A",7.09985225452518e-21
"MOSPD2",7.15660558950652e-21
"167382",7.16586957731927e-21
"Celera Transcript hCT1640749.3",7.17084698687567e-21
"CTSG",7.19231607105712e-21
"YPEL2",7.2436551568294e-21
"JAM2",7.28121974271964e-21
"CD19",7.28570499917725e-21
"IQGAP2",7.4052733560337e-21
"CMTM3",7.40853710207908e-21
"Celera hCG23599.2",7.41630804542418e-21
"DDR2",7.43093586264779e-21
"Celera Transcript hCT1965959.1,Celera Transcript hCT2300691",7.57667739826551e-21
"PML",7.66916955324014e-21
"ZSCAN4",7.68497487787839e-21
"NR1D2",7.71885796880794e-21
"IFT172",7.8056005811318e-21
"Celera Transcript hCT1788323.2",5.99893461896653e-21
"Celera Transcript hCT2280197,Celera Transcript hCT2280198.1",7.96319075977707e-21
"218997",8.08898660851656e-21
"Celera Transcript hCT1642609.3,Celera Transcript hCT1950495.1",8.12205181890938e-21
"BRSK1",8.13730524626913e-21
"AQP3",8.20899104324839e-21
"GHSR",8.2137660891496e-21
"Celera Transcript hCT2324345,Celera Transcript hCT2324350,Celera Transcript hCT2324347,Celera Transcript hCT2324344",8.22526033143659e-21
"128222",8.25115767880623e-21
"ANO9",8.26070572965822e-21
"IL12RB1",8.27807853493787e-21
"EPHB3",8.42754364564332e-21
"Celera Transcript hCT2274790",8.4326324613294e-21
"RBL1",8.55609188932104e-21
"RAB38",8.59599778937648e-21
"NDRG2",8.73646093944124e-21
"Celera Transcript hCT2349860.1",8.92341574478101e-21
"ZNF75D",9.06290519899493e-21
"NPM2",9.11852043589225e-21
"ZNF547",9.11873335266243e-21
"Celera Transcript hCT16909.3,Celera Transcript hCT2322118,Celera Transcript hCT2352309,Celera Transcript hCT2352310",9.13251668190849e-21
"Celera hCG20768.4",9.15299198809916e-21
"ARFGEF2",9.21142255743465e-21
"APOD",9.21749051610691e-21
"C14orf1",9.25659230566413e-21
"ZBTB39",9.2631920898062e-21
"PLIN2",9.30827289783901e-21
"Celera Transcript hCT2327467",9.31291816331702e-21
"AMOT",9.35292410295962e-21
"NANP",9.36584429437201e-21
"Celera Transcript hCT32190.2",9.51543087302148e-21
"VGLL4",9.59719659534844e-21
"TMEM198",9.59887105946273e-21
"GOLT1A",9.67829899816624e-21
"PTPRR",9.68514975283162e-21
"--obsolete",9.69577689872113e-21
"ADAT2",9.71036343881211e-21
"Celera Transcript hCT2346198",9.83712739468313e-21
"ZNF510",9.84364002420196e-21
"Celera Transcript hCT2341237,Celera Transcript hCT1967212.2",1.00045751627404e-20
"PLD2",1.00549907158713e-20
"Celera Transcript hCT1646029.3",1.01307038983653e-20
"IQCC",1.01633542044771e-20
"PPP1R13L",1.02559234531154e-20
"Celera Transcript hCT1820781.1",1.02866510987424e-20
"PAK6",1.03208077927469e-20
"226580",1.03794053526594e-20
"ACKR3",1.04102967792652e-20
"Celera Transcript hCT29860.2",1.04976744130676e-20
"133539",1.05636926360023e-20
"Celera Transcript hCT1640064.3",1.06548380436343e-20
"Celera Transcript hCT2325484",1.06747134596765e-20
"RIMKLA",1.08217104246186e-20
"CYP11B2",1.08349017249334e-20
"SLC16A4",1.08994591210285e-20
"Celera Transcript hCT2349809,Celera Transcript hCT1950860.1,Celera Transcript hCT29388.3,Celera Transcript hCT2349811,Celera Transcript hCT2349810,Celera Transcript hCT1950859.1,Celera Transcript hCT2349812,Celera Transcript hCT2349808,Celera Transcript h",1.09100365464848e-20
"C21orf58",1.09930198775273e-20
"PAPOLG",1.10009529735949e-20
"Celera Transcript hCT2288786",1.11864726892258e-20
"ZNF136",1.12270010058972e-20
"Celera Transcript hCT2312465",1.12295019922374e-20
"HOXB6",1.1313954535607e-20
"GZMB",1.13305486929854e-20
"Celera Transcript hCT2254321",1.13828739597885e-20
"Celera Transcript hCT2345816.1,Celera Transcript hCT2345378.1",1.14525282934395e-20
"Celera Transcript hCT29371.2",1.14738659485488e-20
"LY6D",1.1491390930377e-20
"Celera Transcript hCT1643935.2",1.16411458148823e-20
"BBOF1",1.16552108038888e-20
"GNL3L",1.1752302394448e-20
"SLCO2A1",1.18619897092158e-20
"NOTCH2NL",1.19338837291033e-20
"LAMP5",1.22738143883272e-20
"CEP290",1.22985636057316e-20
"NF2",1.2310199106133e-20
"Celera Transcript hCT2332905",1.24627188789695e-20
"Celera Transcript hCT2263405",1.26274013342467e-20
"PIK3CB",1.2672079723464e-20
"CELSR3",1.26756651556263e-20
"NTN5",1.27849599855921e-20
"SGCE",1.3034964992885e-20
"TOX2",1.30800025132103e-20
"HSFX1",1.31264105198616e-20
"ZFP62",1.31434732640983e-20
"OR10A2",1.31911934295672e-20
"Celera Transcript hCT1640067.4",1.33197486779912e-20
"NBPF14",1.34633893733483e-20
"HIST1H2AL",1.35098274717049e-20
"BATF",1.35730011751919e-20
"C3orf14",1.36294293752285e-20
"C3orf62",1.38619311693132e-20
"Celera Transcript hCT2268149.1",1.3875623539179e-20
"MAFG",1.38793130073028e-20
"Celera Transcript hCT1955714.1",1.39184934587017e-20
"Celera Transcript hCT2289083.1",1.39755557493385e-20
"Celera Transcript hCT1963830.2",1.40187450199786e-20
"ZC3H12A",1.41317392129387e-20
"FBXL16",1.41972810674725e-20
"MS4A2",1.42272596438664e-20
"SLC6A8",1.42542901689365e-20
"TREML2",1.42575691002807e-20
"TLE2",1.42647889013521e-20
"TNFSF4",1.42675699345711e-20
"Celera Transcript hCT2347580",1.43132341836843e-20
"CORO2A",1.43416933592212e-20
"ERCC6L2",1.43529883153401e-20
"Celera Transcript hCT1835354.2",1.4417654273242e-20
"KDELR3",1.44702572793326e-20
"ID1",1.44933794904777e-20
"436820_rc",1.45624485268565e-20
"Celera Transcript hCT1763120.2",1.46355171617404e-20
"ARAP3",1.47600707816068e-20
"Celera Transcript hCT2293722",1.47904747585624e-20
"OVGP1",1.48949853672296e-20
"Celera Transcript hCT2254958.1",1.48963386403236e-20
"PRKCQ",1.49889384420467e-20
"HOOK3",1.50151957868931e-20
"DIAPH3",1.50241725594998e-20
"GLYR1",1.50546143947526e-20
"FKBP1A",1.52940085956601e-20
"CYP2C19",1.53637157690797e-20
"ADCY9",1.5481281716247e-20
"ULBP2",1.55390344344458e-20
"TSGA10",1.58135932024466e-20
"C1orf21",1.59236157087506e-20
"KLRB1",1.59641161921144e-20
"Celera Transcript hCT1641714.1",1.60419119425099e-20
"LSAMP",1.62020130461458e-20
"Celera Transcript hCT8240.3,Celera Transcript hCT2281930",1.62122257880538e-20
"LIG4",1.63936783081461e-20
"HELZ2",1.64295096461644e-20
"Celera hCG1988537.1",1.46161200026197e-20
"Celera Transcript hCT2271748,Celera Transcript hCT1950655.1",1.64304262469154e-20
"FCRL5",1.64522432401516e-20
"Celera Transcript hCT1640523.3",1.65902498524779e-20
"NPPC",1.67396348946952e-20
"Celera Transcript hCT1847041.1",1.67798634507175e-20
"Celera Transcript hCT2345401.1",1.68337158489555e-20
"ZNF100",1.68354989766926e-20
"CYP3A5",1.70508243000252e-20
"PEX6",1.72045990458387e-20
"Celera Transcript hCT2347875",1.72050403057602e-20
"Celera Transcript hCT2347717",1.72240075775292e-20
"TMSB15A",1.74562415512587e-20
"Celera Transcript hCT1819788.1",1.74689713497669e-20
"Celera Transcript hCT2269127.1",1.75863663654569e-20
"Celera Transcript hCT2340252",1.76327772234893e-20
"C21orf91",1.7751647123435e-20
"SEMA4G",1.77894856108129e-20
"TRRAP",1.7868585979355e-20
"Celera Transcript hCT1959756.1",1.79065421879307e-20
"CYR61",1.79696602204465e-20
"ANTXR1",1.81346275335187e-20
"Celera Transcript hCT1642575.2",1.81621050976481e-20
"ZNF236",1.82597679059872e-20
"GARNL3",1.82933754172039e-20
"164973",1.87201590975023e-20
"FGF18",1.87494204213607e-20
"Celera Transcript hCT1640351.3",1.87502982315755e-20
"Celera Transcript hCT1841606.1",1.90365927933008e-20
"IL17C",1.92151194165991e-20
"KAZALD1",1.92151194165991e-20
"TRAF3IP3",1.93364454435856e-20
"CLIC3",1.98805038075112e-20
"Celera Transcript hCT2342701",1.98879362510757e-20
"ARHGAP4",1.98891446469479e-20
"SKAP1",2.00769448210286e-20
"LRRN4",2.02723480936489e-20
"RAP2A",2.03797734159919e-20
"HSD11B2",2.05233538609888e-20
"MAP1A",1.8345607300269e-20
"Celera Transcript hCT2345831",2.06391346723141e-20
"Celera Transcript hCT1951430.3,Celera Transcript hCT1951429.2",2.06662431525753e-20
"Celera Transcript hCT2283308,Celera Transcript hCT2356606,Celera Transcript hCT1830865.2",2.07557122664986e-20
"Celera Transcript hCT2342644",2.08601236799683e-20
"TCL1A",2.10319132360266e-20
"MAN1A2",2.14951362142325e-20
"ZNF621",2.14960605626984e-20
"INPP5A",2.15618389207027e-20
"MMP7",2.16935322622816e-20
"SLC2A4RG",2.17031297551942e-20
"AKAP12",2.17114917268333e-20
"Celera Transcript hCT2253176.1",2.17288907101538e-20
"PLA2R1",2.17630324001388e-20
"SCAPER",2.18350341116582e-20
"Celera Transcript hCT2251071.1",2.20132573646255e-20
"PHACTR2",2.23365484695992e-20
"CABLES2",2.24820563082314e-20
"DIS3",2.250003244049e-20
"VAMP1",2.25487174774052e-20
"KLHL17",2.25886481728737e-20
"EPHX4",2.29432443719921e-20
"Celera Transcript hCT2252646",2.32887645863087e-20
"ERN1",2.3557207576651e-20
"SENP7",2.35872487640096e-20
"OPLAH",1.51551429282056e-20
"Celera Transcript hCT2295982",2.38315695630843e-20
"Celera Transcript hCT1809120.1",2.39064738630736e-20
"CRTC3",2.40549032293554e-20
"SAMD9L",2.41461087485903e-20
"MLLT11",2.43214842897059e-20
"Celera Transcript hCT2295524",2.45599913633777e-20
"MT1A",2.4683359558543e-20
"TCP11L1",2.48154822973721e-20
"SNX27",2.48653277901913e-20
"TSPAN7",2.50309221390107e-20
"CROT",2.50346624802689e-20
"ETFBKMT",2.51008608418015e-20
"RCSD1",2.52427495479995e-20
"FOXB1",2.54263282707915e-20
"170533",2.54524641375437e-20
"SIKE1",2.56122924618745e-20
"ACOT11",2.60836328874603e-20
"Celera Transcript hCT2254065",2.65295870200781e-20
"FBN2",2.65826758130516e-20
"Celera Transcript hCT2347454",2.67101082366534e-20
"FMNL1",2.69237533995982e-20
"Celera Transcript hCT1644482.2",2.7413383901262e-20
"GREM1",2.74694381517906e-20
"DCAF16",2.74981151727477e-20
"AGTR1",2.7498951795466e-20
"DNAL1",2.7562374571649e-20
"PALM",2.76290733658872e-20
"Celera Transcript hCT1950847.2,Celera Transcript hCT2351182",2.76379882524937e-20
"TPK1",2.76690834451888e-20
"GDPD3",2.77577808169457e-20
"PCDHB10",2.77881374858233e-20
"Celera Transcript hCT1833714.1",2.81094873653286e-20
"DPEP1",2.81514152149769e-20
"SKI",2.82133789847945e-20
"Celera Transcript hCT1768294.2",2.82911785751371e-20
"169540",2.84542338798607e-20
"SERPINE1",2.85266742486209e-20
"Celera Transcript hCT1813255.2",2.86908957541498e-20
"ZNF331",2.87292822530147e-20
"TMTC3",2.89316382017758e-20
"102001",2.90606905276545e-20
"ALDH1A1",2.92975446247133e-20
"Celera Transcript hCT1951513.1,Celera Transcript hCT8152.3,Celera Transcript hCT1951514.1,Celera Transcript hCT2319301",2.93162844742914e-20
"Celera Transcript hCT2346036",2.93509004043999e-20
"CYP39A1",2.93697802428644e-20
"EFNA2",2.95023232645569e-20
"SERP2",2.95291750869367e-20
"CCL17",2.97566589084613e-20
"IKZF5",3.01332766248867e-20
"179045",3.03032337483891e-20
"PSAT1",3.03681190773846e-20
"TUBB2B",3.03681190773846e-20
"Celera Transcript hCT1847879.2",3.04699139609241e-20
"MALL",3.06897755103169e-20
"ANKEF1",3.08283243950624e-20
"KIAA0513",3.12801399456858e-20
"MIB2",3.17832090379886e-20
"SIK1",3.17832090379886e-20
"Celera Transcript hCT2347885",3.21416706201031e-20
"AKR1C1",3.23714739383094e-20
"Celera Transcript hCT2343528",3.24049143536173e-20
"Celera Transcript hCT2347139",3.2641312074489e-20
"--obsolete",3.27198766652811e-20
"HPN",3.00997491285079e-20
"Celera Transcript hCT2299165,Celera Transcript hCT2357704",3.32474360152653e-20
"TTC21A",3.35126380570504e-20
"Celera Transcript hCT11610.3",3.35711858917767e-20
"Celera Transcript hCT1648352.2",3.35839858424584e-20
"--obsolete",3.4069517325387e-20
"ANGPT1",3.44671575798749e-20
"HAAO",3.48055694269166e-20
"Celera Transcript hCT1824197.1",3.5037512269222e-20
"CFI",3.56099747959758e-20
"Celera Transcript hCT2348364.1",3.5640418407929e-20
"LRRC37B",3.59083994478653e-20
"SLAMF7",3.60390701228068e-20
"PSD3",3.60740667663795e-20
"NME7",3.65564912954663e-20
"PLA2G5",3.69452062165075e-20
"Celera Transcript hCT2272110",3.70204260295336e-20
"Celera Transcript hCT2271979",3.70879399039896e-20
"Celera Transcript hCT1834905.2",3.70961875351199e-20
"PHYHD1",3.74259015376552e-20
"HTT",3.74862297218891e-20
"CYP4F11",3.75117306201822e-20
"SRR",3.7717781445201e-20
"PAXBP1",3.78258079811331e-20
"Celera Transcript hCT2348413,Celera Transcript hCT2348412,Celera Transcript hCT2347765.1",3.78351887473165e-20
"MMP23B",3.82280809535321e-20
"ASAH2",3.88443360422196e-20
"IPO8",3.9389907648766e-20
"Celera Transcript hCT2277809",3.94830987978604e-20
"PDK1",3.96485672185676e-20
"--obsolete",4.01962923448583e-20
"Celera Transcript hCT1970505.1",4.02234350843767e-20
"Celera Transcript hCT1648435.2",4.02634303159023e-20
"Celera Transcript hCT2331236",4.08538072617757e-20
"Celera Transcript hCT1955520.1",4.16711814368e-20
"SCD5",4.17046115057622e-20
"ASB2",4.19540585579585e-20
"MIGA2",4.21083908873389e-20
"Celera Transcript hCT9341.4",4.23105694401604e-20
"Celera Transcript hCT2343101",4.25352522549896e-20
"Celera Transcript hCT2348778.1",4.25485328333261e-20
"--obsolete",4.3844467180374e-20
"NEFL",4.4941226506384e-20
"Celera Transcript hCT2340754",4.51138259777959e-20
"DAPK2",4.57742788125771e-20
"PLXNA2",4.57742788125771e-20
"Celera Transcript hCT2346815,Celera Transcript hCT2346685",4.63595330969931e-20
"LIMD1",4.68945828211157e-20
"Celera Transcript hCT1951036.1",4.74350002004853e-20
"SUSD3",4.76687259176481e-20
"Celera Transcript hCT2304537.1",4.83627072095284e-20
"ZNF776",4.89430708908451e-20
"HIPK4",4.91586132597894e-20
"Celera Transcript hCT2275322",4.93484390675687e-20
"ASRGL1",5.02078757305114e-20
"GIPC2",5.03255287781702e-20
"APOE",5.03378752514423e-20
"ZNF641",5.1333704703068e-20
"GTDC1",5.13547585986309e-20
"DCBLD2",5.17742035427846e-20
"Celera Transcript hCT2351288,Celera Transcript hCT2351289,Celera Transcript hCT2258209.1",5.20774712647574e-20
"Celera Transcript hCT2318180",5.33170949066335e-20
"496276",5.34295047964472e-20
"PRAMEF2",5.36809225825049e-20
