"geneNames.as.numeric.rownames.res1..1.l1...","res1.adj.P.Val.1.l1."
"ANKRD40",0.0294265854568597
"FXYD6-FXYD2",0.0294796829942328
"HIST1H2BB",0.0294796829942328
"control",0.0294796829942328
"BTG3",0.0294796829942328
"chr4:102645039-102645137",0.0295163598556827
"SLC25A4",0.0296010775633879
"SMC2",0.0296190611691121
"chr10:74151722-74151827",0.0296190611691121
"chr4:142218928-142219032",0.0296740139419754
"HECTD4",0.0297655313215557
"KAZN",0.029766822089581
"NOTCH3",0.0297822828019905
"CSDE1",0.0298052225086185
"BDH1",0.0298568223849999
"control",0.0299095523817202
"chr18:33844751-33844872",0.0300219989374344
"chr1:15931077-15931538",0.0300592722279868
"BLMH",0.0301283626827042
"control",0.0301290957557919
"ROMO1",0.0302030972318345
"PPIL3",0.0302151036457839
"HBEGF",0.0302151036457839
"chr2:143854128-143854198",0.0302312423437556
"SPIN1",0.0302312423437556
"TRIM4",0.0302357424973244
"INPP5F",0.0302700992218688
"chr13:71033596-71033698",0.0302700992218688
"ZMAT5",0.0302700992218688
"ABAT",0.0303149657353383
"HIST2H2BF",0.0303269573135759
"chr1:92889329-92889465",0.0303269573135759
"chr5:65424884-65425076",0.0303372896068357
"CALY",0.0303560358316935
"SFRP4",0.0304678052494412
"ITPKC",0.0305120326308682
"chr16:48765615-48765708",0.030523977322637
"S71596",0.030523977322637
"S71596",0.030523977322637
"MEGF8",0.0305569097590049
"ANKRD20A21P",0.0305858115562755
"ANKRD20A21P",0.0305858115562755
"ZNF564",0.030609272948059
"control",0.0306621509926389
"COA5",0.0306621509926389
"EIF3H",0.0307551812439197
"RERE",0.030862099567609
"RPL23AP7",0.030862099567609
"control",0.0309998638854807
"IFT74",0.0311412007925252
"PALD1",0.0312000757912383
"ATP6V1G2-DDX39B",0.0312531875126045
"CCNT1",0.03127451463283
"ANAPC13",0.03127451463283
"CCHCR1",0.0313059380831759
"chr12:9776719-9776824",0.0313169400222953
"BAG6",0.0313306148540429
"FAM3C",0.0313954647849358
"PYGL",0.0314205737287504
"control",0.0315030341227869
"ALDH2",0.0315030341227869
"CNTNAP1",0.0315050744042316
"CMTM8",0.0315860429654474
"REL",0.0316279607120951
"AKR1C3",0.0316750081164139
"FAM216A",0.0316765956470206
"CCHCR1",0.0316765956470206
"DNAJB1",0.0316765956470206
"GBX2",0.0316765956470206
"control",0.0316873454387257
"ABCA1",0.0316957117965889
"ZNF420",0.0317264853553437
"SSH2",0.0317362409770685
"AKNAD1",0.0317812398430444
"PSTPIP2",0.0317955190987727
"PICALM",0.0318039221401626
"MAF",0.031834498354472
"chr16:9178578-9178703",0.031834498354472
"INMT-FAM188B",0.0318390385098175
"RAP2B",0.0318771004282048
"FAHD2A",0.0319513431250746
"PARP2",0.0319904464540426
"control",0.0319904464540426
"SLC12A6",0.0319909152199713
"SYCP2L",0.0320977952242956
"NUTM1",0.0321437296439997
"PRMT8",0.0321437296439997
"B4GALT6",0.0321437296439997
"COA3",0.0321555943360153
"GRIK5",0.0321672932201126
"GSTZ1",0.0322039072250553
"MAP3K7",0.0322039072250553
"APMAP",0.0322039072250553
"RELA",0.0322039072250553
"RAP1GAP",0.0322257421667483
"TST",0.0322257421667483
"ACIN1",0.0322539179647944
"PPFIA3",0.0322934054487471
"PITPNM3",0.0323290376747992
"KCND2",0.0323668223273083
"chr17:37638744-37638842",0.0323668223273083
"chr5:134262221-134262279",0.0324056427211685
"HADH",0.0324679452460298
"SUSD4",0.0324679452460298
"control",0.0324947304409066
"TMEM64",0.0325297871008751
"chr3:49900808-49901093",0.0325487963543449
"control",0.0325487963543449
"MAOB",0.0326416916270044
"ZNRD1",0.0326416916270044
"BCL2L1",0.0327019991990825
"SULF1",0.0327755456346532
"CPNE3",0.0327822203189449
"ITGAV",0.0328157834574172
"UBE2W",0.0328392173511099
"SEL1L2",0.0328423799361773
"ARL13B",0.0329183205577131
"GNG2",0.0330283093375998
"OR7E37P",0.0330300427014579
"ZNF667",0.0330662341775168
"chr3:197577271-197577839",0.0330673551258302
"chr10:88248203-88248296",0.0332927478038751
"chr1:153698728-153698829",0.0332927478038751
"control",0.0332927478038751
"PTP4A3",0.033314887166845
"control",0.033314887166845
"ZNF844",0.033413326459952
"CHI3L1",0.0334654346354584
"PALM3",0.0334654346354584
"FOXO1",0.0334903294883138
"control",0.0335117346878488
"control",0.0335738731928091
"PBX1",0.0335904293134255
"CFB",0.0335904293134255
"control",0.0336390065078619
"NSL1",0.0336563425762542
"RPL21P28",0.0336570484242471
"RRS1",0.0336884184332897
"TAB3",0.0337183349698192
"LRFN3",0.0337243757339593
"PHPT1",0.0337243757339593
"chr15:45265756-45265859",0.0338445505569583
"GMPS",0.0338445505569583
"ZNF431",0.033880914735161
"FAM26E",0.033880914735161
"ZKSCAN2",0.0339216144725172
"control",0.0339216144725172
"FOXD4L5",0.0339216144725172
"TASP1",0.0339629802399952
"control",0.0339812596475364
"CLDND1",0.0340000051985865
"control",0.0340262570288506
"MMP7",0.0340262570288506
"chr17:18403630-18404349",0.0340262570288506
"NLRC5",0.0340927381620834
"RND1",0.0341447645431152
"CEP70",0.0341447645431152
"UBAC2",0.0341547754362421
"SEPT5-GP1BB",0.0342394926965664
"L1CAM",0.0342578195351947
"control",0.0342763710967741
"ZNF616",0.0342941153776334
"PIPOX",0.0343356379819975
"SNX10",0.0343438707010039
"chr20:14332960-14333071",0.0343568500226406
"control",0.0343874512061854
"GNE",0.0344136717859367
"TIMM17A",0.0344444964794691
"ISG20",0.0344444964794691
"chr16:7776843-7776952",0.0344444964794691
"SETMAR",0.0344640654148544
"POLR3A",0.0345088849216355
"NEK9",0.0345712765923245
"SH3KBP1",0.0345914433919208
"RARS2",0.0345932514824676
"SLC35F6",0.0346254255987808
"RCHY1",0.03463635297262
"IRF5",0.0346786172797136
"MYL12B",0.0348046295728584
"control",0.0348101328147862
"RAB11FIP4",0.0348175185799253
"control",0.0348850382214815
"THUMPD1",0.0348850382214815
"FGFBP3",0.0348874728009339
"FRMD3",0.0348874728009339
"FAM122A",0.0349015941887177
"TSPYL2",0.0350042146300242
"GALNT16",0.0350140797642616
"FTH1P5",0.0350140797642616
"MYADM",0.035150756823421
"SYPL1",0.035150756823421
"P2RX3",0.035150756823421
"TOR3A",0.035150756823421
"IQCF2",0.035150756823421
"DTNBP1",0.035150756823421
"CRHBP",0.035150756823421
"HAUS2",0.035150756823421
"NPEPPS",0.035150756823421
"MT1G",0.035150756823421
"SLC7A2",0.035150756823421
"FBXO11",0.035150756823421
"NLGN1",0.035150756823421
"TBC1D22B",0.0352924290416912
"DLEU2L",0.0352924290416912
"FUCA1",0.0353331861624925
"SMARCA4",0.0353862057257334
"UBE2B",0.0354042456650324
"DOPEY1",0.0354224697799289
"RNVU1-3",0.0354248765011125
"RNVU1-3",0.0354248765011125
"ERBIN",0.0354652201287952
"MEIG1",0.0354652201287952
"control",0.0354966199504155
"LOC105369230",0.0355180408741226
"ZNF429",0.0355481241747455
"chr19:36298926-36299052",0.0355481241747455
"C1orf54",0.0355481241747455
"chr3:193863467-193863760",0.0355677329802637
"ZDHHC2",0.035580699509792
"NRG3",0.0356264065682868
"MIR365A",0.0356395548585617
"TUBA1A",0.0356516057760431
"RABEP1",0.0357016853335474
"EIF4B",0.0357229997068709
"control",0.0357229997068709
"control",0.0357229997068709
"GIMAP4",0.035733928287587
"CD226",0.035733928287587
"PATZ1",0.0357915805492851
"ENDOV",0.0358255135655204
"ERI3",0.0358430203100082
"TMEM59",0.0358570256564817
"XPNPEP1",0.0358882081646884
"control",0.035970794602487
"ATXN1",0.0360066310365466
"RUSC2",0.0360166206681883
"control",0.0360256470680593
"control",0.0360256470680593
"BFAR",0.0360715176032007
"DPP6",0.0360715176032007
"RPL23A",0.0360838365927274
"RABGAP1L",0.0360954246684588
"chr6:74225473-74231623",0.0361055986790176
"chr3:152637582-152637654",0.036274754927241
"HMG20A",0.0363214150241021
"chr2:169462900-169463006",0.0363307318923853
"chrM:4402-4470",0.0363307318923853
"MCM7",0.0363475226306398
"PLPPR5",0.0363554303653928
"NKRF",0.0365278242409342
"TAF6L",0.0365278242409342
"RBP1",0.0365836288824768
"chr1:26203987-26204094",0.0366228999242708
"CUL5",0.0366295014465644
"AF318368",0.0366316528776062
"chr1:90719016-90719117",0.0366316528776062
"ANKMY2",0.0366316528776062
"PRB2",0.0366922801740178
"RPL21P28",0.036712426955357
"control",0.03673791934731
"PRKAR1A",0.0368101879741722
"AWAT1",0.0368101879741722
"SERGEF",0.0368695016164185
"RPSAP15",0.0369320484582304
"ARNTL",0.0370022966922197
"JMJD8",0.0370022966922197
"DLEU2",0.0370180712195523
"BAG6",0.0370919767559537
"BAG6",0.0370919767559537
"IRS2",0.0371291559150951
"NFXL1",0.0371385985733505
"chr1:116956388-116956491",0.0371466040323404
"MZT2A",0.0372123410330193
"control",0.0372406881843082
"VAMP3",0.037277854156435
"SDC4",0.0372949120865719
"RNF168",0.0373716788489666
"PHLDB1",0.0373831853414212
"DENND4A",0.0374973301865362
"ARHGAP10",0.0375763027398494
"PCYT2",0.0375780415615684
"AKIP1",0.0375899820222686
"control",0.0376445583966278
"DNAAF5",0.0376646090558255
"BACH2",0.0376646090558255
"PPIL4",0.0376646090558255
"CBWD6",0.0376646090558255
"ARFGEF1",0.0376653135292774
"NXF1",0.0376995471536474
"LOC171391",0.0376995471536474
"ATP6V1G2-DDX39B",0.0377351014152364
"ATP6V1G2-DDX39B",0.0377351014152364
"chr14:70351982-70352879",0.0377954405724581
"PLXND1",0.0378250944609718
"SYTL5",0.0378250944609718
"PTAR1",0.0378250944609718
"MANF",0.0378250944609718
"AGPAT4",0.0379601207603975
"control",0.0379601207603975
"FBXW4",0.0379838766950043
"FLNC",0.0379872618924121
"CUL4A",0.0379898846072593
"LPAR2",0.0379965553979918
"PDIA3P1",0.0380010413590972
"control",0.0380027060954366
"KIDINS220",0.0380179232021
"PRSS1",0.0380179232021
"ZWINT",0.0380179232021
"chr11:77504687-77505001",0.0380443798620501
"control",0.0380464329809089
"HYOU1",0.0380464329809089
"DENND1A",0.0380464329809089
"MORF4L1",0.0380464329809089
"CREBZF",0.0380500628707639
"GPR176",0.0380535857420366
"ANXA6",0.0380703989619568
"ALCAM",0.0380755440289912
"CNP",0.0381254136744607
"control",0.0381574507609067
"UGDH",0.0381848985510045
"BARD1",0.0382714100229173
"LGR5",0.038384601650182
"chr8:75288922-75289026",0.0384571503745036
"chrX:38940433-38940538",0.0384799863423027
"OR4K5",0.0385452442266126
"C19orf60",0.0385452442266126
"SCD",0.03855875633238
"CHD1L",0.038566581054093
"MKL1",0.038566581054093
"RNF165",0.038566581054093
"KCNN3",0.038566581054093
"FAM134B",0.038586401976774
"chr18:6936911-6937019",0.0385998454886778
"CALB2",0.0385998454886778
"ID3",0.0385998454886778
"control",0.0386825401980314
"DPY19L4",0.0386825401980314
"FBXL14",0.0387792089431892
"ARHGAP21",0.0388684383704875
"chr6:113292695-113292794",0.0388684383704875
"ALDH6A1",0.0388791989507322
"HADHB",0.0388869705019357
"PPIB",0.0388869705019357
"ACER3",0.0389061430283685
"SORT1",0.0389428717757642
"SPTSSA",0.0390125706126923
"MIR27B",0.0390645364582958
"ABHD15",0.0390720348749789
"TTLL5",0.0391867192514957
"RGAG4",0.0391929466253463
"SMARCC1",0.0391949199822979
"AK5",0.0391949199822979
"ATP11A",0.0392028390458082
"GRK5",0.0392565211856244
"MYCBP2",0.0392931228034272
"MED6",0.0392931228034272
"PRPS1",0.0393336794632789
"WEE1",0.0393409959175681
"HIST1H3B",0.0393552267161513
"KLHL1",0.0393841721256817
"PTPN11",0.0393858462417687
"ZNF710",0.0393927567444395
"control",0.0394271589096715
"ING2",0.0394271589096715
"TMEM231",0.0394271589096715
"APP",0.0394271589096715
"PTPRR",0.0394271589096715
"LOC100288778",0.0394534846583725
"control",0.0394637399292408
"HS6ST2",0.0394665526758824
"NKTR",0.0394665526758824
"MIR202HG",0.0395714583919219
"chr2:11691827-11691898",0.0395971299416238
"KRR1",0.039617304879027
"THY1",0.039617304879027
"NDUFAF3",0.039617304879027
"control",0.0396285841052839
"GIT2",0.0397094893233974
"RPS2",0.0397094893233974
"control",0.0397153744796099
"L3MBTL4",0.0397174402872329
"chr13:40359554-40359648",0.039763703681965
"AGK",0.039763703681965
"STXBP1",0.039763703681965
"KCNK2",0.0397717264857173
"MSN",0.0397756136025674
"UBE2J1",0.0398254823627202
"SLIRP",0.0398815142839839
"KLF6",0.0400064525747989
"FBXL7",0.0400064525747989
"WSCD1",0.0400064525747989
"TRIL",0.0400535963582636
"control",0.0400535963582636
"H6PD",0.0400535963582636
"S100A10",0.0400535963582636
"PMEPA1",0.0401140200232266
"UFSP2",0.0401140200232266
"chr9:73194079-73194376",0.0401325366888428
"control",0.040138359163955
"UBE2D3",0.0402020228845469
"ADGRL4",0.0402347654995009
"NUMBL",0.0402347654995009
"ZNF10",0.0402561270458798
"UBL4A",0.0402570350793156
"CYP39A1",0.0402570350793156
"SUZ12",0.0402850672956127
"SAV1",0.040347397315989
"TRAPPC6A",0.040347397315989
"chr17:46958203-46958325",0.0405733116600356
"DHRS12",0.0406393419812794
"PCCA",0.0407183896808814
"RPL5",0.0407506400139075
"chr1:150785070-150785174",0.0407614994163312
"THRSP",0.0408100146367068
"KPNA2",0.0408351006517882
"CDH7",0.0408361967833811
"HIST1H4J",0.0408442519921627
"PRDM4",0.0408442519921627
"MT1A",0.040900989838618
"UNC93B1",0.0409477896610979
"WTH3DI",0.0409527281592388
"YME1L1",0.0409870616766703
"SGTA",0.0409870616766703
"chr9:115004830-115005119",0.0409870616766703
"UBE2G1",0.0409870616766703
"SNX31",0.0410135254186647
"RPS3",0.0410427954733729
"C2orf88",0.0410427954733729
"HIST1H4B",0.0410531880270766
"control",0.0410636563420902
"RPS2",0.0411327819887858
"chrX:73462444-73462739",0.0411327819887858
"chr21:45416203-45416285",0.0411327819887858
"PINK1-AS",0.0411351785635194
"control",0.0411503690170453
"DUSP11",0.0411923977059758
"chr18:19397583-19397789",0.0412183214579818
"SERAC1",0.041275290054891
"LOC401433",0.041275290054891
"MGAM",0.041275290054891
"HIST1H4D",0.0413262328165522
"control",0.0413262328165522
"HYLS1",0.0413262328165522
"MRPS26",0.0413262328165522
"control",0.0413262328165522
"ANKRD20A21P",0.0413586809788508
"control",0.0413780882420313
"MPRIP",0.0413945720003444
"RAB3GAP2",0.0414345151026961
"IQCJ-SCHIP1",0.0414636582233679
"VANGL1",0.0415671730900864
"PKP2",0.0416943488118623
"SLC44A1",0.0416943488118623
"RAC3",0.0416943488118623
"MARCH6",0.0416943488118623
"MCTP2",0.0416943488118623
"PRPF8",0.0416943488118623
"STS",0.0416943488118623
"chr1:39392542-39392667",0.0416943488118623
"UBE2Q2",0.0416943488118623
"LOC255308",0.0416956975376678
"BOLL",0.041786455766011
"ZBTB47",0.041786455766011
"chr7:37459231-37459370",0.0418168486864767
"SH3D19",0.0418168486864767
"LATS1",0.0419129447921309
"POTEB3",0.0419243118648831
"SEPT5-GP1BB",0.0419900901576008
"BTBD1",0.0419961965234773
"N4BP1",0.0420590745045907
"CEBPA-AS1",0.0420590745045907
"GARNL3",0.0420691943186086
"RNF133",0.0420695377962088
"FSIP2",0.0421269805752524
"MED14",0.0421373069297239
"UBAP2",0.0421886860721121
"KPNA2",0.0422101041147507
"chr10:97748007-97755051",0.0422900042154246
"control",0.0422900042154246
"THOC2",0.0422900042154246
"ALG14",0.0422900042154246
"ASTN2",0.0422900042154246
"HAUS4",0.0423372307021803
"RPF2",0.0423855594461349
"MN1",0.0424768140272914
"TPT1-AS1",0.0425024345886259
"KCTD15",0.042517961547685
"control",0.0425925246953378
"CLOCK",0.0426492795950524
"ZNF22",0.0426492795950524
"chr10:84827718-84827827",0.0426492795950524
"control",0.0427114538014697
"KIF1C",0.0427398743741032
"chr8:69437752-69438141",0.0427700751427572
"SRP19",0.0428020511318272
"APH1A",0.0428020511318272
"control",0.0428246976780576
"GFPT1",0.0428524743882584
"INA",0.0428593866215641
"ACTG2",0.0428651359235574
"BBOX1",0.04290890589557
"FAM107A",0.04290890589557
"chr2:83042776-83042850",0.04290890589557
"MRPL48",0.04290890589557
"A4GALT",0.04290890589557
"ZNF132",0.0429199027031712
"CACNG3",0.0429347554826092
"chr2:132139318-132139385",0.0430608237077436
"C21orf33",0.0430671118713106
"TMEM196",0.0431128649457926
"HIST1H3I",0.0432170047924845
"control",0.0432573751656835
"CMC1",0.0432610491473807
"ZFPM2",0.0433570249990494
"TTLL4",0.0433813477091954
"FNBP1",0.0433813477091954
"ITFG1",0.0433813477091954
"SNORD95",0.0433873722848587
"ARF1",0.0434262163417541
"chrX:138992063-138992193",0.0434844353392119
"ATL2",0.0435663343018096
"control",0.0435719254951457
"chr4:179327849-179327964",0.0435810843963893
"PIEZO2",0.0435810843963893
"NDFIP2",0.0435846712200206
"NAP1L5",0.0435862232631873
"ELOF1",0.043652282125907
"HGFAC",0.043652282125907
"LOC100288778",0.04369412175318
"PAWR",0.043753775569286
"C10orf120",0.0438149172527428
"SLC6A5",0.0438508507588942
"PCED1B",0.0438805780695526
"control",0.0439851112193844
"RPL17-C18orf32",0.0439851112193844
"MPRIP",0.0440711673582832
"control",0.0441076754458802
"RC3H1",0.0441076754458802
"control",0.044134651607501
"CYB561",0.044189190173696
"DNAJC4",0.044189190173696
"MGARP",0.0442016728412368
"UGCG",0.0442397931686102
"NXN",0.0442732420527096
"CHD5",0.0443094999942194
"SRSF8",0.0443094999942194
"AF118079",0.0443433661058531
"G0S2",0.0443812700946902
"CSNK1A1P1",0.0444180637940082
"control",0.0444259411991196
"CRYGD",0.0445541681322624
"SNN",0.0445708307821513
"control",0.0445708307821513
"control",0.0445708307821513
"CBWD6",0.0445708307821513
"C6orf62",0.044623772218725
"RPL36A-HNRNPH2",0.0448002208140392
"SHISA3",0.0448500215649382
"MAN1A1",0.0448642605794658
"FAM167A",0.0448642605794658
"MED20",0.0448642605794658
"SCUBE3",0.0448642605794658
"ZMYND12",0.0449045377561047
"chr9:33174167-33174295",0.044943829133108
"control",0.0449978787194013
"ANP32AP1",0.0449978787194013
"LINC00260",0.0449978787194013
"FAM183A",0.0450191274575156
"PPP1R15A",0.0450920489545514
"OSBPL9",0.0451565958485494
"control",0.0451688628786155
"chr5:124686587-124686824",0.0451753704613664
"SPOCK1",0.0452293268694495
"chr2:141750112-141750222",0.0452308733702137
"NUP133",0.0452615164004788
"FAM53B",0.045272722579115
"chr3:81558627-81558815",0.045272722579115
"BAIAP2-AS1",0.045272722579115
"control",0.0452842588186564
"control",0.0452997418344509
"ELN",0.0452997418344509
"BRD2",0.0453272730839593
"SORBS1",0.0453749441215031
"CLSTN3",0.045382096667038
"AK4",0.0454231708828415
"DACT1",0.0455574580962602
"ZHX2",0.0455574580962602
"ATP6V1G2-DDX39B",0.0456193080508659
"control",0.0456276259983619
"chr2:203480260-203480328",0.0456433700416485
"AGO1",0.0457005702479196
"TMED2",0.0457149043072578
"ZNF709",0.0459091874505244
"ZFP82",0.0459553852948197
"IDNK",0.0459553852948197
"ZNF300",0.0460106345273609
"CPNE8",0.0460932189225035
"WHRN",0.0460932189225035
"MTERF1",0.0460932189225035
"chr11:130174534-130174609",0.0461173995312339
"HIST1H1E",0.0461173995312339
"C1orf137",0.0462262952619902
"FLJ16734",0.0463072980717751
"chr2:131033852-131033921",0.0463128734916427
"FN1",0.0463128734916427
"control",0.0463128734916427
"chr1:55950544-55950645",0.0463128734916427
"chrX:75875439-75875528",0.0463128734916427
"TMEM256-PLSCR3",0.0463128734916427
"PODN",0.0463423583812326
"PRAMEF18",0.0463423583812326
"chr6:108306897-108306984",0.046367310339494
"CENPM",0.046381219329608
"chr15:21004687-21005367",0.0464043726836186
"control",0.0464591552194083
"chr3:197621375-197621484",0.0465189749048447
"PPIG",0.0465189749048447
"ZFP69",0.0465296306838291
"TMEM63B",0.0465376154763678
"ARHGAP20",0.0466182525699538
"control",0.046627640203005
"C21orf62",0.046627640203005
"chr13:99857962-99858294",0.046627640203005
"control",0.0466362702070875
"PTPRF",0.0466362702070875
"GNPTG",0.0466562549412701
"ZNF346",0.0466562549412701
"chr19:41792351-41792599",0.0466955337966669
"control",0.0466955337966669
"HERC6",0.0467310056184505
"CDK6",0.0467597735408106
"PSMB6",0.0467597735408106
"RFX7",0.0468063011229059
"SLC25A51",0.0469907281798894
"chr1:249206889-249206994",0.0470259637741844
"HIST2H4B",0.0470259637741844
"HIST2H4A",0.0470259637741844
"control",0.0471045569904492
"HIST1H4L",0.0471605199424318
"TNFRSF12A",0.0471626709940738
"control",0.0471712518188885
"FRG2C",0.0471809349398962
"WBP2",0.0471809349398962
"SNRPG",0.0471817792604781
"LOC100233156",0.0472820652329468
"PCLO",0.0472820652329468
"PJA2",0.0472820652329468
"FAM173A",0.0472974865293681
"NYAP2",0.0473797099668247
"ATP5A1",0.0474067680542843
"POU3F2",0.0474067680542843
"GHR",0.0474067680542843
"chr1:174965661-174965765",0.0474223557866676
"CASQ1",0.0474977728191008
"PCDH9",0.0474977728191008
"IRGC",0.0475307179480974
"DDIAS",0.0476244429514894
"THAP3",0.0476392787626958
"PDLIM4",0.0476392787626958
"FANCD2",0.047727115469733
"PRICKLE1",0.0477507746821228
"FAM13C",0.0477507746821228
"chr12:100795923-100796028",0.0478194030510911
"INIP",0.0478194030510911
"UBFD1",0.0478194030510911
"CNGA1",0.0479053237003593
"UCK1",0.0479622773999276
"SMNDC1",0.0479680953622099
"chr1:175013762-175014340",0.0479731159983936
"PVR",0.048026445603684
"WHSC1L1",0.048026445603684
"MYT1L",0.048106183925444
"TPD52",0.0481479590062217
"chr5:8620499-8620566",0.0481510549363896
"MTMR6",0.0481659121400304
"chr11:57794178-57794283",0.0482069108026316
"control",0.0482124843260705
"MTMR2",0.0482233617782829
"chr13:40021253-40021353",0.0482233617782829
"EIF4A2",0.0482233617782829
"UBTD2",0.0482233617782829
"ULBP3",0.0482317619045485
"UHRF1",0.0482567357341025
"CTCF",0.0482567357341025
"KCNK13",0.0482567357341025
"chr5:33888165-33888267",0.0482567357341025
"chr4:39771710-39773000",0.0482699075769253
"SLN",0.0483477581164519
"HPR",0.0484089249254446
"LCE3E",0.0484123009075269
"MRPL18",0.048413766177931
"HMP19",0.0484658530981407
"chr14:36256066-36256168",0.0484658530981407
"chr2:105349692-105349820",0.0485361428919924
"chr20:44407337-44407461",0.0485369398108608
"control",0.0486226124457152
"GIPC3",0.0486818953648389
"CXorf65",0.0486818953648389
"PSMB3",0.0486914872683314
"ERC2-IT1",0.0486914872683314
"GALK1",0.0488244226540731
"CTH",0.0488244226540731
"SLC1A7",0.0488513525456258
"FAM174A",0.048918008607781
"CSRNP1",0.0489356630338882
"chr1:23489196-23489303",0.0490572946543592
"control",0.0490572946543592
"ZNF286B",0.0490694437284124
"LDLRAD4",0.0491013910000286
"EIF4EBP2",0.0491013910000286
"HIST1H2BF",0.0491054252715196
"chr13:45711997-45712100",0.049304249833031
"LMF1",0.049375343036897
"chr6:111043453-111043550",0.0494610992365834
"chr5:53207855-53207953",0.0494888907175508
"SMIM11A",0.0495512253654434
"SEPT5-GP1BB",0.0495928998509043
"SYNRG",0.0496229662743445
"chr5:143914912-143915233",0.0496277638995158
"CDC27",0.0496277638995158
"CAMKK1",0.0496277638995158
"chr4:25624957-25625097",0.0496520778473648
"PHACTR4",0.0496963359721073
"UBR7",0.0496963359721073
"HIST2H3D",0.0496963359721073
"control",0.0496963359721073
"SRGAP2",0.0498746871549283
"RHPN1",0.0498823604305555
